Ubicacion,Fallo,Tiempo_medio_entre_fallos(h),Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Este,0,959.8888888888889,130.47,1.0,66421.0,Transformador,GE,M400,423.0,5091
Planta Este,0,959.8888888888889,83.96,3.93,43339.0,Transformador,GE,M400,423.0,5091
Planta Este,0,959.8888888888889,111.13,2.73,69965.0,Transformador,GE,M400,423.0,5091
Planta Sur,1,906.0,112.27,0.85,87079.0,Transformador,Siemens,X100,695.0,8247
Planta Sur,1,1027.6666666666667,132.36,0.63,8338.0,Transformador,Siemens,Y200,2072.0,1423
Planta Este,1,823.3636363636364,80.5,4.59,50285.0,Generador,ABB,M400,3458.0,8225
Planta Este,1,823.3636363636364,123.09,0.92,87262.0,Generador,ABB,M400,3458.0,8225
Planta Este,1,823.3636363636364,80.48,1.03,76862.0,Generador,ABB,M400,3458.0,8225
Planta Norte,1,851.0,277.88,0.32,79576.0,Motor,Siemens,M400,4916.0,4906
Planta Este,1,875.3333333333334,96.15,0.57,27872.0,Motor,GE,Z300,3261.0,3846
Planta Este,1,875.3333333333334,77.93,0.37,55092.0,Motor,GE,Z300,3261.0,3846
Planta Este,1,875.3333333333334,134.06,4.61,63389.0,Motor,GE,Z300,3261.0,3846
Planta Oeste,1,908.125,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,908.125,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,908.125,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Oeste,1,908.125,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Norte,0,507.42857142857144,70.95,0.82,71861.0,Generador,GE,Y200,3869.0,5153
Planta Norte,0,507.42857142857144,118.52,3.54,56107.0,Generador,GE,Y200,3869.0,5153
Planta Norte,0,507.42857142857144,129.75,2.25,4630.0,Generador,GE,Y200,3869.0,5153
Planta Sur,1,624.7857142857143,109.13,2.83,20753.0,Compresor,ABB,X100,-100.0,3496
Planta Sur,1,762.3333333333334,75.01,4.05,75908.0,Compresor,Schneider,Z300,3973.0,5667
Planta Oeste,1,900.2857142857143,90.46,4.68,84341.0,Transformador,Schneider,Z300,4841.0,1228
Planta Oeste,1,784.0,105.84,3.02,61864.0,Compresor,GE,M400,3296.0,8256
Planta Oeste,1,784.0,130.51,4.62,62456.0,Compresor,GE,M400,3296.0,8256
Planta Norte,0,893.9090909090909,54.63,4.72,18693.0,Motor,Schneider,Y200,2600.0,2830
Planta Este,0,741.75,65.49,3.89,76016.0,Transformador,GE,Y200,3710.0,6636
Planta Este,0,741.75,90.49,1.5,90895.0,Transformador,GE,Y200,3710.0,6636
Planta Oeste,0,796.8181818181819,133.44,4.34,63343.0,Compresor,Schneider,Z300,3400.0,2557
Planta Este,1,662.3846153846154,137.5,2.19,52528.0,Transformador,Schneider,Z300,907.0,5243
Planta Oeste,1,575.0714285714286,99.58,1.09,34201.0,Transformador,ABB,Z300,3373.0,4580
Planta Oeste,1,1045.125,131.98,0.66,73184.0,Generador,ABB,Y200,4432.0,7987
Planta Este,1,499.06666666666666,75.48,1.18,54743.0,Transformador,Siemens,X100,4948.0,6720
Planta Este,0,675.4444444444445,55.01,2.65,95220.0,Generador,Schneider,M400,4432.0,2863
Planta Oeste,0,859.1111111111111,57.93,4.31,44787.0,Motor,GE,X100,780.0,5264
Planta Oeste,0,859.1111111111111,72.08,4.94,7526.0,Motor,GE,X100,780.0,5264
Planta Sur,1,693.1,135.13,0.42,35963.0,Compresor,ABB,Y200,1643.0,9754
Planta Este,0,1170.125,93.57,1.64,72152.0,Transformador,Schneider,Z300,1806.0,9335
Planta Este,1,859.0,58.43,2.83,77276.0,Compresor,ABB,M400,3458.0,1501
Planta Oeste,0,1109.375,132.35,4.15,65975.0,Generador,Schneider,X100,4082.0,6958
Planta Oeste,0,1248.0,113.13,3.49,49925.0,Compresor,Schneider,M400,4966.0,7411
Planta Oeste,0,1248.0,96.92,2.91,73386.0,Compresor,Schneider,M400,4966.0,7411
Planta Este,1,1436.4,149.17,2.0,74885.0,Compresor,Siemens,Z300,3893.0,4231
Planta Este,1,1436.4,78.77,3.65,56138.0,Compresor,Siemens,Z300,3893.0,4231
Planta Este,1,1436.4,92.06,0.25,67285.0,Compresor,Siemens,Z300,3893.0,4231
Planta Norte,0,629.8571428571429,94.34,3.8600000000000003,53813.5,Generador,Siemens,Y200,4129.0,2344
Planta Norte,1,769.6666666666666,95.45,4.24,93843.0,Compresor,Siemens,X100,3778.0,7104
Planta Este,0,1021.25,125.99,1.71,42503.0,Motor,Schneider,M400,465.0,9859
Planta Este,0,1021.25,75.75,2.43,38046.0,Motor,Schneider,M400,465.0,9859
Planta Este,1,842.2727272727273,123.97,4.05,47763.0,Generador,ABB,M400,4720.0,3143
Planta Este,1,842.2727272727273,61.87,2.55,66749.0,Generador,ABB,M400,4720.0,3143
Planta Sur,1,667.4615384615385,54.53,1.34,44715.0,Transformador,Siemens,Y200,75.0,7390
Planta Este,0,2977.3333333333335,131.34,4.22,28787.0,Generador,Schneider,M400,3899.0,1499
Planta Sur,1,1075.125,70.71,2.6,39331.0,Motor,Schneider,Y200,3480.0,4455
Planta Sur,1,1075.125,82.31,4.29,30626.0,Motor,Schneider,Y200,3480.0,4455
Planta Sur,1,1075.125,77.03,1.47,80745.0,Motor,Schneider,Y200,3480.0,4455
Planta Este,1,548.6,63.74,0.26,28618.0,Generador,GE,Z300,1650.0,5382
Planta Este,1,808.25,124.31,1.2,38311.0,Generador,ABB,X100,194.0,4061
Planta Este,0,791.9090909090909,78.09,0.51,40622.0,Compresor,ABB,Y200,4783.0,5133
Planta Este,0,791.9090909090909,89.34,2.21,27641.0,Compresor,ABB,Y200,4783.0,5133
Planta Norte,1,499.06666666666666,75.48,1.18,54743.0,Transformador,Siemens,X100,4948.0,6720
Planta Norte,1,623.5,104.66,2.41,54004.0,Generador,Siemens,X100,3877.0,7529
Planta Este,1,698.4166666666666,76.74,3.87,76776.0,Motor,ABB,Z300,1780.0,8351
Planta Este,1,698.4166666666666,82.41,0.98,72674.0,Motor,ABB,Z300,1780.0,8351
Planta Este,0,916.375,60.1,2.32,9309.0,Transformador,ABB,X100,2112.0,3199
Planta Norte,1,456.22222222222223,94.09,3.45,92312.0,Compresor,ABB,Y200,1769.0,5484
Planta Sur,1,1120.75,120.76,2.84,43739.0,Compresor,GE,Y200,4669.0,3477
Planta Sur,1,842.2727272727273,123.97,4.05,47763.0,Generador,ABB,M400,4720.0,3143
Planta Sur,1,842.2727272727273,61.87,2.55,66749.0,Generador,ABB,M400,4720.0,3143
Planta Este,0,824.2727272727273,75.97,2.66,6765.0,Transformador,Siemens,M400,1700.0,587
Planta Este,0,824.2727272727273,82.86,1.34,60197.0,Transformador,Siemens,M400,1700.0,587
Planta Este,0,824.2727272727273,128.54,0.88,27417.0,Transformador,Siemens,M400,1700.0,587
Planta Norte,1,1000.875,129.71,0.33,66351.0,Motor,ABB,M400,187.0,9954
Planta Oeste,1,1367.8,143.63,2.38,51666.0,Generador,GE,Y200,347.0,8833
Planta Este,0,1195.142857142857,138.07,2.77,43377.0,Generador,ABB,Z300,11976.5,3605
Planta Oeste,0,690.4285714285714,146.33,3.73,7541.0,Generador,Schneider,Z300,3111.0,6653
Planta Oeste,0,690.4285714285714,121.39,3.71,65957.0,Generador,Schneider,Z300,3111.0,6653
Planta Este,1,1140.0,74.46,4.27,84879.0,Generador,GE,Z300,478.0,8144
Planta Este,1,1140.0,99.06,3.04,23150.0,Generador,GE,Z300,478.0,8144
Planta Este,1,1140.0,124.42,3.08,57521.0,Generador,GE,Z300,478.0,8144
Planta Este,1,1140.0,105.92,0.74,55260.0,Generador,GE,Z300,478.0,8144
Planta Norte,1,684.9090909090909,99.47,1.28,53737.0,Compresor,Schneider,X100,685.0,940
Planta Norte,1,684.9090909090909,94.32,3.99,63413.0,Compresor,Schneider,X100,685.0,940
Planta Este,0,765.0,94.96,1.24,15626.0,Motor,ABB,Z300,1706.0,4455
Planta Este,0,765.0,127.97,3.31,91239.0,Motor,ABB,Z300,1706.0,4455
Planta Norte,1,707.6666666666666,61.54,2.43,26632.0,Motor,Schneider,Y200,503.0,9649
Planta Norte,1,707.6666666666666,102.83,3.1,76422.0,Motor,Schneider,Y200,503.0,9649
Planta Norte,1,707.6666666666666,133.81,1.78,83116.0,Motor,Schneider,Y200,503.0,9649
Planta Norte,1,707.6666666666666,83.17,3.48,72988.0,Motor,Schneider,Y200,503.0,9649
Planta Sur,1,575.5,54.88,3.96,41745.0,Transformador,ABB,Y200,2166.0,9505
Planta Sur,1,620.2307692307693,62.18,1.33,48239.0,Transformador,Siemens,Z300,1106.0,1460
Planta Norte,1,1329.1666666666667,86.21,2.54,15038.0,Generador,GE,Y200,1926.0,3277
Planta Norte,1,1329.1666666666667,102.23,3.11,84139.0,Generador,GE,Y200,1926.0,3277
Planta Norte,0,768.0,143.24,1.0,30798.0,Compresor,Siemens,M400,4748.0,4649
Planta Norte,0,768.0,131.14,0.38,21411.0,Compresor,Siemens,M400,4748.0,4649
Planta Este,1,903.3,117.18,1.27,83390.0,Compresor,Schneider,X100,4932.0,2023
Planta Norte,0,1273.857142857143,67.67,0.58,27865.0,Compresor,ABB,Y200,4368.0,3221
Planta Este,1,762.75,86.38,1.64,64520.0,Transformador,Schneider,Y200,4004.0,1119
Planta Este,1,762.75,113.1,1.41,58634.0,Transformador,Schneider,Y200,4004.0,1119
Planta Sur,0,619.7692307692307,114.9,0.97,40968.0,Generador,ABB,Y200,-100.0,2499
Planta Sur,0,619.7692307692307,146.13,0.4,38056.0,Generador,ABB,Y200,-100.0,2499
Planta Oeste,1,595.8461538461538,112.16,1.44,86854.0,Motor,ABB,M400,425.0,9406
Planta Este,1,595.8461538461538,112.16,1.44,86854.0,Motor,ABB,M400,425.0,9406
Planta Norte,0,1566.5,74.56,0.83,19269.0,Compresor,Schneider,X100,4990.0,4462
Planta Norte,0,1566.5,120.05,4.39,57218.0,Compresor,Schneider,X100,4990.0,4462
Planta Norte,0,1566.5,146.57,1.82,41651.0,Compresor,Schneider,X100,4990.0,4462
Planta Norte,0,1566.5,61.67,3.64,24701.0,Compresor,Schneider,X100,4990.0,4462
Planta Norte,0,1566.5,94.1,1.22,204.0,Compresor,Schneider,X100,4990.0,4462
Planta Oeste,1,749.0909090909091,55.42,2.09,71980.0,Transformador,ABB,X100,2617.0,8191
Planta Oeste,1,749.0909090909091,83.08,2.99,13815.0,Transformador,ABB,X100,2617.0,8191
Planta Oeste,0,1709.75,146.3,4.96,86128.0,Compresor,Siemens,Z300,1095.0,1793
Planta Norte,1,758.8,136.11,2.61,70121.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,1,758.8,83.76,2.67,98984.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,1,758.8,101.09,2.11,55702.0,Motor,Schneider,Z300,396.0,5295
Planta Norte,1,758.8,106.68,0.76,26482.0,Motor,Schneider,Z300,396.0,5295
Planta Oeste,0,857.4545454545455,99.65,0.81,75923.0,Motor,ABB,Y200,2184.0,8003
Planta Norte,1,797.6,54.98,0.19,20300.0,Compresor,Schneider,Z300,768.0,7515
Planta Norte,1,797.6,146.69,2.33,60841.0,Compresor,Schneider,Z300,768.0,7515
Planta Oeste,1,840.1818181818181,124.05,3.3,22477.0,Generador,GE,Z300,1885.0,5439
Planta Este,1,1300.4285714285713,102.03,3.475,59169.5,Compresor,GE,X100,3981.0,8933
Planta Este,1,1300.4285714285713,73.08,0.29,26078.0,Compresor,GE,X100,3981.0,8933
Planta Este,1,1300.4285714285713,147.65,4.87,61294.0,Compresor,GE,X100,3981.0,8933
Planta Este,0,1291.2857142857142,104.81,2.94,79958.0,Generador,GE,X100,865.0,6478
Planta Este,0,1291.2857142857142,124.76,0.31,87858.0,Generador,GE,X100,865.0,6478
Planta Sur,0,992.4444444444445,106.23,2.95,77087.0,Generador,ABB,Z300,4234.0,8912
Planta Sur,0,992.4444444444445,85.07,3.19,29978.0,Generador,ABB,Z300,4234.0,8912
Planta Sur,1,1245.6,56.91,1.89,16984.0,Compresor,GE,X100,3217.0,7013
Planta Sur,1,1245.6,117.04,4.91,55590.0,Compresor,GE,X100,3217.0,7013
Planta Sur,1,1245.6,66.89,3.54,34136.0,Compresor,GE,X100,3217.0,7013
Planta Sur,0,1035.0,95.72,1.64,80164.0,Compresor,GE,Y200,1652.0,8840
Planta Sur,0,1035.0,139.67,3.15,82267.0,Compresor,GE,Y200,1652.0,8840
Planta Norte,1,951.9,115.62,2.76,78428.0,Transformador,Siemens,X100,2539.0,9026
Planta Norte,1,951.9,146.44,2.46,85140.0,Transformador,Siemens,X100,2539.0,9026
Planta Este,0,816.875,97.85,3.17,66340.0,Motor,ABB,X100,2395.0,2555
Planta Este,0,816.875,60.05,2.73,58542.0,Motor,ABB,X100,2395.0,2555
Planta Este,1,846.0,90.15,1.82,65155.0,Generador,ABB,Y200,943.0,7124
Planta Este,1,846.0,144.07,2.01,96615.0,Generador,ABB,Y200,943.0,7124
Planta Este,1,846.0,103.64,2.0,22204.0,Generador,ABB,Y200,943.0,7124
Planta Este,1,846.0,133.38,1.05,89985.0,Generador,ABB,Y200,943.0,7124
Planta Oeste,0,769.0833333333334,149.48,0.46,26758.0,Transformador,GE,X100,4406.0,1237
Planta Oeste,0,769.0833333333334,118.72,1.76,23664.0,Transformador,GE,X100,4406.0,1237
Planta Oeste,1,883.3,144.23,2.35,61925.0,Generador,GE,Z300,4220.0,684
Planta Oeste,1,883.3,107.17,4.47,62726.0,Generador,GE,Z300,4220.0,684
Planta Oeste,1,883.3,131.09,0.96,92065.0,Generador,GE,Z300,4220.0,684
Planta Oeste,1,960.7777777777778,70.95,1.5,54274.0,Generador,GE,X100,248.0,865
Planta Oeste,1,960.7777777777778,90.63,2.78,12635.0,Generador,GE,X100,248.0,865
Planta Oeste,1,960.7777777777778,52.72,4.59,36572.0,Generador,GE,X100,248.0,865
Planta Sur,0,1120.5,122.78,2.34,81601.0,Transformador,Siemens,Z300,1881.0,4891
Planta Sur,0,1120.5,62.59,4.4,91490.0,Transformador,Siemens,Z300,1881.0,4891
Planta Sur,0,1120.5,72.55,2.48,67259.0,Transformador,Siemens,Z300,1881.0,4891
Planta Norte,1,796.8181818181819,133.44,4.34,63343.0,Compresor,Schneider,Z300,3400.0,2557
Planta Norte,1,606.9166666666666,113.23,1.99,85807.0,Generador,ABB,Y200,2152.0,6467
Planta Oeste,0,423.8421052631579,134.31,3.33,7099.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,0,423.8421052631579,74.31,4.27,37928.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,0,423.8421052631579,69.24,0.81,33943.0,Motor,GE,Z300,4547.0,1070
Planta Oeste,0,1030.5,134.64,1.6,80176.0,Generador,ABB,Y200,731.0,3490
Planta Sur,1,1054.2222222222222,99.43,4.16,39214.0,Motor,Schneider,Y200,2570.0,6128
Planta Sur,1,1054.2222222222222,85.73,2.88,45264.0,Motor,Schneider,Y200,2570.0,6128
Planta Sur,1,1054.2222222222222,131.87,1.55,42857.0,Motor,Schneider,Y200,2570.0,6128
Planta Este,1,548.6,63.74,0.26,28618.0,Generador,GE,Z300,1650.0,5382
Planta Este,0,903.0,122.08,1.9,7088.0,Generador,Schneider,X100,4762.0,7944
Planta Norte,1,907.625,66.54,2.66,56991.0,Compresor,ABB,Z300,1337.0,5831
Planta Sur,0,1032.6666666666667,58.71,4.77,52989.0,Motor,GE,Z300,843.0,2684
Planta Sur,0,1032.6666666666667,94.4,1.05,87417.0,Motor,GE,Z300,843.0,2684
Planta Sur,0,1032.6666666666667,131.36,4.05,46997.0,Motor,GE,Z300,843.0,2684
Planta Norte,0,1330.3333333333333,143.29,0.3,21581.0,Motor,ABB,Y200,1220.0,6441
Planta Oeste,1,629.8571428571429,94.34,3.8600000000000003,53813.5,Generador,Siemens,Y200,4129.0,2344
Planta Norte,1,844.6,112.79,1.37,37864.0,Generador,GE,M400,625.0,7863
Planta Norte,1,844.6,123.99,0.7,89375.0,Generador,GE,M400,625.0,7863
Planta Norte,1,844.6,69.38,1.71,76641.0,Generador,GE,M400,625.0,7863
Planta Norte,1,844.6,76.2,1.57,65677.0,Generador,GE,M400,625.0,7863
Planta Oeste,1,456.22222222222223,94.09,3.45,92312.0,Compresor,ABB,Y200,1769.0,5484
Planta Este,1,619.7692307692307,114.9,0.97,40968.0,Generador,ABB,Y200,-100.0,2499
Planta Este,1,619.7692307692307,146.13,0.4,38056.0,Generador,ABB,Y200,-100.0,2499
Planta Este,0,739.1,59.52,1.69,8427.0,Compresor,GE,Y200,4056.0,6465
Planta Este,0,739.1,72.19,3.36,57737.0,Compresor,GE,Y200,4056.0,6465
Planta Norte,0,870.1818181818181,109.8,1.13,76497.0,Compresor,Siemens,Y200,4265.0,5663
Planta Este,0,1330.0,94.9,0.6,69482.0,Transformador,Schneider,Z300,3230.0,8494
Planta Este,0,1330.0,64.84,0.74,28970.0,Transformador,Schneider,Z300,3230.0,8494
Planta Este,0,1330.0,76.11,0.87,90335.0,Transformador,Schneider,Z300,3230.0,8494
Planta Este,0,840.1818181818181,124.05,3.3,22477.0,Generador,GE,Z300,1885.0,5439
Planta Este,1,550.4615384615385,137.2,4.6,41783.0,Transformador,GE,M400,2077.0,547
Planta Oeste,1,1037.0,66.73,4.55,51976.0,Transformador,ABB,X100,275.0,7358
Planta Oeste,1,1037.0,144.85,4.2,97668.0,Transformador,ABB,X100,275.0,7358
Planta Sur,1,759.6666666666666,70.16,3.705,74178.5,Compresor,Siemens,Y200,194.0,1302
Planta Sur,1,759.6666666666666,104.64,3.02,50986.0,Compresor,Siemens,Y200,194.0,1302
Planta Norte,1,1298.0,147.67,0.67,68726.0,Generador,ABB,X100,1333.0,6304
Planta Norte,1,1298.0,53.33,4.64,13837.0,Generador,ABB,X100,1333.0,6304
Planta Sur,1,1230.6,124.53,0.64,42953.0,Motor,GE,X100,2068.0,1824
Planta Sur,1,1230.6,53.16,4.83,500.0,Motor,GE,X100,2068.0,1824
Planta Sur,1,1401.2,148.91,0.63,35161.0,Compresor,GE,X100,2766.0,1383
Planta Norte,1,792.5833333333334,82.01,0.53,52860.0,Generador,Siemens,M400,1900.0,9643
Planta Oeste,0,1209.0,98.55,4.77,28188.0,Motor,Schneider,Z300,1180.0,4134
Planta Norte,1,716.875,71.75,2.75,73443.0,Transformador,ABB,X100,1005.0,3476
Planta Norte,1,716.875,59.16,3.74,4978.0,Transformador,ABB,X100,1005.0,3476
Planta Oeste,0,808.25,124.31,1.2,38311.0,Generador,ABB,X100,194.0,4061
Planta Oeste,0,829.4,140.38,4.95,19058.0,Compresor,GE,X100,605.0,3503
Planta Sur,0,1345.7142857142858,102.51,1.55,79991.0,Compresor,ABB,Z300,1957.0,3472
Planta Sur,0,1345.7142857142858,143.88,1.86,2908.0,Compresor,ABB,Z300,1957.0,3472
Planta Norte,1,1021.25,125.99,1.71,42503.0,Motor,Schneider,M400,465.0,9859
Planta Norte,1,1021.25,75.75,2.43,38046.0,Motor,Schneider,M400,465.0,9859
Planta Sur,1,857.4545454545455,99.65,0.81,75923.0,Motor,ABB,Y200,2184.0,8003
Planta Este,0,1196.6666666666667,96.97,3.04,67687.0,Compresor,GE,M400,2537.0,1190
Planta Este,0,1196.6666666666667,277.88,3.29,41984.0,Compresor,GE,M400,2537.0,1190
Planta Este,0,1196.6666666666667,72.39,0.78,53017.0,Compresor,GE,M400,2537.0,1190
Planta Norte,0,1286.3333333333333,76.45,1.29,91006.0,Generador,Schneider,M400,3905.0,4079
Planta Norte,0,1286.3333333333333,88.53,2.97,69695.0,Generador,Schneider,M400,3905.0,4079
Planta Norte,0,1286.3333333333333,60.95,1.7,51649.0,Generador,Schneider,M400,3905.0,4079
Planta Oeste,0,860.1818181818181,107.01,1.45,81024.0,Motor,ABB,Y200,2005.0,7168
Planta Oeste,0,860.1818181818181,129.77,3.05,14740.0,Motor,ABB,Y200,2005.0,7168
Planta Oeste,0,860.1818181818181,53.86,4.33,5401.0,Motor,ABB,Y200,2005.0,7168
Planta Oeste,0,860.1818181818181,108.48,1.2,85667.0,Motor,ABB,Y200,2005.0,7168
Planta Oeste,0,860.1818181818181,131.03,2.89,32429.0,Motor,ABB,Y200,2005.0,7168
Planta Oeste,0,2466.6666666666665,110.82,0.4,77212.0,Transformador,Siemens,Z300,-100.0,4985
Planta Sur,0,972.0,130.35,1.42,80996.0,Transformador,Siemens,Y200,11976.5,1947
Planta Sur,0,972.0,81.71,4.9,48433.0,Transformador,Siemens,Y200,11976.5,1947
Planta Norte,1,1103.25,58.8,2.2,47884.0,Generador,Schneider,Z300,2723.0,5136
Planta Norte,1,1103.25,114.59,4.23,89606.0,Generador,Schneider,Z300,2723.0,5136
Planta Sur,1,456.7692307692308,53.26,3.26,28776.0,Compresor,GE,M400,4624.0,4697
Planta Sur,1,456.7692307692308,80.24,1.9,16361.0,Compresor,GE,M400,4624.0,4697
Planta Norte,0,849.8181818181819,88.53,2.98,45763.0,Generador,Siemens,M400,1164.0,3592
Planta Este,1,529.8666666666667,65.29,2.2800000000000002,44275.0,Transformador,GE,Z300,4980.0,6407
Planta Este,1,529.8666666666667,68.06,3.75,5759.0,Transformador,GE,Z300,4980.0,6407
Planta Este,1,529.8666666666667,69.21,0.1,13230.0,Transformador,GE,Z300,4980.0,6407
Planta Sur,0,962.8888888888889,88.88,1.29,82099.0,Generador,Siemens,X100,953.0,3630
Planta Sur,0,962.8888888888889,65.42,1.17,49541.0,Generador,Siemens,X100,953.0,3630
Planta Sur,1,570.6,117.21,2.37,32525.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,570.6,96.02,3.64,37990.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,570.6,135.82,3.79,83338.0,Transformador,ABB,Z300,2727.0,6994
Planta Oeste,1,690.4285714285714,146.33,3.73,7541.0,Generador,Schneider,Z300,3111.0,6653
Planta Oeste,1,690.4285714285714,121.39,3.71,65957.0,Generador,Schneider,Z300,3111.0,6653
Planta Norte,0,855.8888888888889,77.18,4.73,42611.0,Compresor,GE,M400,3598.0,8062
Planta Oeste,0,686.7692307692307,69.32,1.13,85322.0,Generador,Schneider,X100,1157.0,7516
Planta Norte,1,552.3,109.69,1.16,29629.0,Generador,Schneider,Z300,4192.0,9303
Planta Norte,1,552.3,139.68,4.97,1486.0,Generador,Schneider,Z300,4192.0,9303
Planta Norte,1,552.3,75.32,2.5,59928.0,Generador,Schneider,Z300,4192.0,9303
Planta Norte,1,552.3,55.03,2.21,29210.0,Generador,Schneider,Z300,4192.0,9303
Planta Sur,1,869.8888888888889,91.13,1.81,54210.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,1,869.8888888888889,131.47,3.74,79226.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,1,869.8888888888889,54.99,4.3,30836.0,Motor,Schneider,X100,1586.0,1606
Planta Norte,1,667.4615384615385,54.53,1.34,44715.0,Transformador,Siemens,Y200,75.0,7390
Planta Este,0,902.9090909090909,90.45,4.78,42039.0,Compresor,GE,X100,3513.0,8895
Planta Este,0,902.9090909090909,71.43,2.71,92641.0,Compresor,GE,X100,3513.0,8895
Planta Este,0,948.8888888888889,116.22,0.85,44867.0,Transformador,Siemens,X100,589.0,8199
Planta Este,0,948.8888888888889,81.26,4.58,46688.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,690.6428571428571,120.37,0.91,6235.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,1,690.6428571428571,124.6,2.82,48365.0,Motor,Schneider,M400,4523.0,3637
Planta Norte,1,816.2727272727273,123.0,3.25,55870.0,Transformador,GE,Y200,1961.0,2754
Planta Norte,1,816.2727272727273,118.64,3.32,28663.0,Transformador,GE,Y200,1961.0,2754
Planta Norte,1,816.2727272727273,141.11,4.12,73588.0,Transformador,GE,Y200,1961.0,2754
Planta Norte,1,816.2727272727273,102.87,0.67,61389.0,Transformador,GE,Y200,1961.0,2754
Planta Oeste,0,903.3,117.18,1.27,83390.0,Compresor,Schneider,X100,4932.0,2023
Planta Sur,1,681.6363636363636,134.8,2.66,17173.0,Compresor,Siemens,Y200,263.0,4425
Planta Sur,1,681.6363636363636,131.5,1.14,30963.0,Compresor,Siemens,Y200,263.0,4425
Planta Este,1,768.8571428571429,103.84,2.36,70457.0,Transformador,GE,X100,4333.0,3246
Planta Sur,1,1195.142857142857,138.07,2.77,43377.0,Generador,ABB,Z300,11976.5,3605
Planta Este,1,1827.0,145.94,2.03,19542.0,Generador,ABB,M400,825.0,7850
Planta Este,1,1827.0,78.67,1.23,16756.0,Generador,ABB,M400,825.0,7850
Planta Este,1,792.1818181818181,74.5,4.12,83015.0,Motor,Schneider,M400,4597.0,3659
Planta Este,1,792.1818181818181,69.11,2.7,21055.0,Motor,Schneider,M400,4597.0,3659
Planta Este,1,792.1818181818181,114.32,0.87,87719.0,Motor,Schneider,M400,4597.0,3659
Planta Sur,0,740.0909090909091,79.19,4.68,46620.0,Transformador,GE,Z300,4482.0,6699
Planta Sur,0,740.0909090909091,133.09,3.03,87828.0,Transformador,GE,Z300,4482.0,6699
Planta Sur,0,740.0909090909091,58.86,1.74,67669.0,Transformador,GE,Z300,4482.0,6699
Planta Sur,0,570.6,117.21,2.37,32525.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,0,570.6,96.02,3.64,37990.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,0,570.6,135.82,3.79,83338.0,Transformador,ABB,Z300,2727.0,6994
Planta Sur,1,2153.6666666666665,135.16,1.95,56876.0,Motor,GE,Z300,3977.0,6321
Planta Oeste,0,3133.3333333333335,98.75,3.48,41370.0,Transformador,ABB,X100,650.0,9074
Planta Oeste,0,3133.3333333333335,70.84,4.37,91129.0,Transformador,ABB,X100,650.0,9074
Planta Oeste,1,684.9090909090909,99.47,1.28,53737.0,Compresor,Schneider,X100,685.0,940
Planta Oeste,1,684.9090909090909,94.32,3.99,63413.0,Compresor,Schneider,X100,685.0,940
Planta Norte,1,680.3571428571429,71.25,3.39,62474.0,Transformador,Siemens,M400,3807.0,3178
Planta Este,0,499.06666666666666,75.48,1.18,54743.0,Transformador,Siemens,X100,4948.0,6720
Planta Sur,1,833.2727272727273,73.92,4.17,14298.0,Generador,ABB,X100,3786.0,9495
Planta Sur,1,1233.25,60.83,1.0,85318.0,Generador,GE,X100,2625.0,4602
Planta Sur,1,1233.25,53.35,0.51,31730.0,Generador,GE,X100,2625.0,4602
Planta Norte,1,926.3,131.66,1.93,50503.0,Compresor,ABB,X100,1909.0,3043
Planta Norte,1,926.3,122.95,0.17,32229.0,Compresor,ABB,X100,1909.0,3043
Planta Este,1,1209.0,98.55,4.77,28188.0,Motor,Schneider,Z300,1180.0,4134
Planta Norte,1,948.8888888888889,116.22,0.85,44867.0,Transformador,Siemens,X100,589.0,8199
