Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Este,1,5322.0,83.8275,2.505,17.766458333333333,Generador,ABB,Z300,2029.0,0.9880555555555556
Planta Sur,1,1539.0,113.925,2.35,14.297361111111112,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Sur,1,459.0,107.41333333333334,2.4,22.62648148148148,Generador,ABB,Z300,4614.0,0.32805555555555554
Planta Este,1,260.0,86.98333333333333,3.08,8.43925925925926,Generador,Schneider,M400,4432.0,0.7952777777777778
Planta Este,1,376.0,58.68,3.17,17.296388888888888,Generador,Schneider,X100,1157.0,2.0877777777777777
Planta Sur,1,3139.0,147.04,4.64,21.00722222222222,Compresor,ABB,X100,3113.0,0.3997222222222222
Planta Norte,1,662.0,51.36,0.61,18.856944444444444,Motor,Schneider,X100,2315.0,0.8805555555555555
Planta Oeste,1,91.0,122.05,4.58,12.639166666666666,Generador,Siemens,Y200,1596.0,1.571388888888889
Planta Este,1,412.0,81.95,0.13,3.1141666666666667,Generador,GE,Z300,4615.0,0.19305555555555556
Planta Oeste,1,984.0,122.44,4.255,3.5820833333333333,Motor,Schneider,M400,517.0,0.7783333333333333
Planta Oeste,1,1129.0,68.57333333333334,2.8699999999999997,11.285462962962962,Generador,GE,Z300,4220.0,0.19
Planta Oeste,1,2535.0,130.43,2.25,20.280555555555555,Transformador,Schneider,Y200,3453.0,0.15694444444444444
Planta Este,1,1694.0,111.48666666666666,2.1733333333333333,21.288148148148146,Motor,Schneider,Z300,4267.0,1.2175
Planta Oeste,1,1555.0,121.39,4.41,20.493333333333332,Motor,ABB,Y200,4463.0,2.4591666666666665
Planta Oeste,1,98.0,111.25,3.38,19.726111111111113,Motor,Schneider,M400,3776.0,0.3258333333333333
Planta Este,1,1188.0,129.14,0.84,5.33,Motor,ABB,M400,187.0,2.765
Planta Norte,1,237.0,78.69666666666666,2.626666666666667,8.700740740740741,Motor,ABB,Z300,1706.0,1.2375
Planta Oeste,1,650.0,98.50666666666666,3.7566666666666664,18.628055555555555,Compresor,ABB,M400,2824.0,1.1519444444444444
Planta Sur,1,446.0,95.23333333333333,2.243333333333333,13.45138888888889,Generador,Schneider,X100,269.0,2.1241666666666665
Planta Norte,1,1034.0,58.35,4.72,19.455,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Norte,1,1732.0,101.21333333333332,2.1933333333333334,18.951574074074074,Compresor,Schneider,Z300,506.0,2.654166666666667
Planta Sur,1,536.0,209.76,2.765,25.501527777777778,Transformador,GE,Y200,2825.0,0.8552777777777778
Planta Norte,1,288.0,110.37,0.35,6.8213888888888885,Generador,Siemens,Y200,464.0,2.5755555555555554
Planta Este,1,885.0,106.98499999999999,4.57,10.74638888888889,Compresor,GE,M400,4624.0,1.3047222222222221
Planta Oeste,1,325.0,147.07,4.16,17.00722222222222,Generador,ABB,X100,4676.0,0.5127777777777778
Planta Oeste,1,298.0,137.4,4.42,14.118611111111111,Transformador,GE,Y200,3710.0,1.8433333333333333
Planta Norte,1,559.0,173.08666666666667,3.1,18.766574074074075,Generador,Schneider,X100,4762.0,2.2066666666666666
Planta Sur,1,88.0,122.31,1.94,3.3,Motor,GE,Y200,4730.0,0.9827777777777778
Planta Norte,1,322.0,70.655,2.15,11.799583333333333,Compresor,Schneider,X100,3323.0,2.7275
Planta Este,1,1299.0,90.38,1.0066666666666666,13.184722222222222,Transformador,Siemens,X100,695.0,2.2908333333333335
Planta Norte,1,1385.0,99.73666666666668,2.8433333333333333,4.812222222222222,Compresor,Siemens,M400,3056.0,2.765
Planta Este,1,2184.0,141.66,4.62,7.211388888888889,Compresor,GE,Y200,4531.0,2.210277777777778
Planta Norte,1,142.0,87.62,2.74,7.706388888888889,Generador,ABB,Y200,2152.0,1.7963888888888888
Planta Sur,1,1188.0,116.94,2.445,20.91402777777778,Motor,GE,X100,182.0,0.2511111111111111
Planta Sur,1,224.0,128.135,2.775,14.184166666666666,Transformador,GE,X100,4406.0,0.3436111111111111
Planta Sur,1,729.0,109.3675,2.1799999999999997,14.726875,Compresor,GE,Y200,4669.0,0.9658333333333333
Planta Este,1,232.0,97.57666666666667,3.2399999999999998,6.9339814814814815,Compresor,Schneider,Y200,1568.0,1.8905555555555555
Planta Oeste,1,785.0,57.665,2.22,12.802916666666667,Compresor,ABB,X100,2157.0,2.591111111111111
Planta Norte,1,887.0,100.15,2.178,11.72961111111111,Compresor,Schneider,X100,4925.0,2.043888888888889
Planta Sur,1,182.0,129.22,4.08,11.3125,Transformador,ABB,Y200,2175.0,0.23
Planta Sur,1,3923.0,122.86666666666666,2.77,22.220370370370368,Compresor,Schneider,X100,3744.0,0.4738888888888889
Planta Sur,1,1515.0,111.02666666666666,1.0866666666666667,19.925740740740743,Motor,GE,X100,2519.0,0.4375
Planta Este,1,2595.0,82.21000000000001,1.5,14.967638888888889,Motor,ABB,M400,3856.0,0.7338888888888889
Planta Este,1,434.0,124.66,1.85,5.763055555555556,Generador,Siemens,X100,4086.0,0.7986111111111112
Planta Norte,1,1581.0,110.67,3.49,12.224722222222223,Compresor,Siemens,Z300,3902.0,2.5930555555555554
Planta Oeste,1,1495.0,54.43,1.03,11.091111111111111,Motor,GE,Y200,1931.0,0.1486111111111111
Planta Oeste,1,679.0,132.36,4.41,6.315833333333333,Generador,Siemens,M400,2931.0,0.1413888888888889
Planta Oeste,1,2681.0,73.13,2.18,13.596666666666666,Transformador,Siemens,Y200,11976.5,0.5408333333333334
Planta Norte,1,411.0,106.43,1.645,22.79125,Transformador,GE,Z300,4980.0,1.7797222222222222
Planta Sur,0,1581.0,110.67,3.49,12.224722222222223,Compresor,Siemens,Z300,3902.0,2.5930555555555554
Planta Sur,1,646.0,106.61,1.21,3.0613888888888887,Motor,ABB,Z300,4247.0,0.48638888888888887
Planta Norte,1,720.0,60.11,4.03,5.923055555555556,Transformador,Schneider,Y200,2907.0,2.7330555555555556
Planta Norte,1,861.0,123.92750000000001,2.6275,10.554652777777777,Generador,Schneider,Y200,529.0,1.9797222222222222
Planta Norte,1,2171.0,129.535,2.54,10.612638888888888,Transformador,Siemens,Y200,3247.0,1.8708333333333333
Planta Este,1,2275.0,80.525,2.9699999999999998,9.849444444444444,Compresor,Schneider,Y200,3935.0,0.44805555555555554
Planta Norte,1,1477.0,131.31,2.41,8.26875,Generador,GE,X100,2157.0,0.8841666666666667
Planta Este,1,122.0,98.50666666666666,3.7566666666666664,18.628055555555555,Compresor,ABB,M400,2824.0,1.1519444444444444
Planta Norte,1,886.0,71.07,3.05,15.685277777777777,Transformador,Siemens,X100,1626.0,1.256388888888889
Planta Norte,1,581.0,102.59,2.66,17.812083333333334,Generador,Schneider,X100,1526.0,1.898611111111111
Planta Oeste,1,1644.0,86.49333333333334,2.2033333333333336,11.177777777777777,Compresor,Schneider,Z300,3278.0,0.8708333333333333
Planta Oeste,1,957.0,109.99,2.48,5.173611111111111,Transformador,Siemens,Y200,2072.0,0.3952777777777778
Planta Este,1,151.0,111.48666666666666,2.1733333333333333,21.288148148148146,Motor,Schneider,Z300,4267.0,1.2175
Planta Norte,1,259.0,67.24,2.39,27.279722222222222,Generador,Siemens,X100,3549.0,2.558611111111111
Planta Oeste,1,25.0,80.525,2.9699999999999998,9.849444444444444,Compresor,Schneider,Y200,3935.0,0.44805555555555554
Planta Norte,1,784.0,58.51,4.16,13.16611111111111,Generador,ABB,Z300,3083.0,2.1825
Planta Este,1,184.0,107.41333333333334,2.4,22.62648148148148,Generador,ABB,Z300,4614.0,0.32805555555555554
Planta Sur,1,428.0,110.42000000000002,1.73,15.242222222222223,Transformador,Siemens,Y200,4850.0,0.48944444444444446
Planta Este,1,150.0,95.23333333333333,2.243333333333333,13.45138888888889,Generador,Schneider,X100,269.0,2.1241666666666665
Planta Este,1,428.0,110.42000000000002,1.73,15.242222222222223,Transformador,Siemens,Y200,4850.0,0.48944444444444446
Planta Este,1,704.0,81.005,1.32,13.081805555555556,Motor,Schneider,Z300,2355.0,1.7438888888888888
Planta Oeste,1,732.0,147.45,1.56,14.649722222222222,Transformador,Schneider,Y200,2232.0,0.6713888888888889
Planta Este,1,956.0,93.89750000000001,3.455,10.272986111111111,Generador,Siemens,Y200,1294.0,2.220833333333333
Planta Este,1,446.0,102.91499999999999,1.145,3.1533333333333333,Generador,Schneider,Z300,694.0,0.6883333333333334
Planta Norte,1,1231.0,67.23,2.97,25.061944444444446,Compresor,Schneider,X100,685.0,0.2611111111111111
Planta Este,1,935.0,101.0,2.1,8.974444444444444,Motor,ABB,M400,1407.0,1.7652777777777777
Planta Oeste,1,324.0,121.72,0.94,7.547777777777778,Compresor,ABB,X100,2979.0,1.2855555555555556
Planta Sur,1,1207.0,125.01,2.25,12.017777777777777,Transformador,ABB,X100,4802.0,0.3894444444444444
Planta Este,1,332.0,111.78999999999999,0.47,23.834027777777777,Motor,Schneider,M400,766.0,1.5744444444444445
Planta Oeste,1,424.0,93.865,2.63,8.590416666666666,Transformador,GE,Z300,2713.0,0.8727777777777778
Planta Sur,1,369.0,68.31,1.63,14.223055555555556,Motor,GE,Y200,1584.0,1.3116666666666668
Planta Sur,1,1175.0,126.825,2.81,7.438055555555556,Motor,Siemens,Z300,4517.0,1.9636111111111112
Planta Oeste,1,217.0,108.12666666666667,2.9299999999999997,16.513148148148147,Transformador,Siemens,Y200,75.0,2.0527777777777776
Planta Este,1,702.0,80.13,4.47,5.943611111111111,Transformador,Siemens,Y200,613.0,0.8433333333333334
Planta Este,1,317.0,112.29666666666667,3.25,12.78925925925926,Transformador,GE,M400,253.0,2.1566666666666667
Planta Oeste,1,6.0,108.12666666666667,2.9299999999999997,16.513148148148147,Transformador,Siemens,Y200,75.0,2.0527777777777776
Planta Sur,1,374.0,137.71,4.18,8.516944444444444,Compresor,GE,Z300,281.0,1.1766666666666667
Planta Oeste,1,202.0,68.57333333333334,2.8699999999999997,11.285462962962962,Generador,GE,Z300,4220.0,0.19
Planta Oeste,1,1293.0,92.56,0.48,24.482222222222223,Motor,Schneider,M400,465.0,2.738611111111111
Planta Este,1,4151.0,100.99,2.7,19.289444444444445,Motor,Schneider,Z300,4811.0,2.5841666666666665
Planta Sur,1,186.0,58.35,4.72,19.455,Compresor,GE,X100,-100.0,1.6094444444444445
Planta Sur,1,315.0,88.13,1.38,5.795555555555556,Generador,ABB,X100,2512.0,0.5844444444444444
Planta Este,1,1928.0,98.81,3.29,3.1255555555555556,Transformador,GE,Y200,3653.0,2.3519444444444444
Planta Norte,1,961.0,57.92,1.345,6.644861111111111,Generador,Schneider,Y200,1018.0,2.19
Planta Oeste,1,1570.0,85.98,3.12,19.155416666666667,Generador,Siemens,Z300,3332.0,1.7702777777777778
Planta Oeste,1,1403.0,88.05,3.43,24.301944444444445,Generador,ABB,M400,1614.0,0.6566666666666666
Planta Sur,1,148.0,116.94,2.445,20.91402777777778,Motor,GE,X100,182.0,0.2511111111111111
Planta Este,1,1856.0,51.69,3.96,12.780833333333334,Transformador,Schneider,Y200,11976.5,2.694722222222222
Planta Este,1,569.0,130.48,2.73,13.425555555555556,Motor,ABB,Y200,3925.0,1.42
Planta Este,1,529.0,118.31,0.54,3.4480555555555554,Compresor,GE,Z300,621.0,0.9802777777777778
Planta Oeste,1,1141.0,53.7,0.32,15.758611111111112,Transformador,Siemens,M400,791.0,0.5586111111111111
Planta Este,1,278.0,92.285,2.455,24.813125,Generador,Siemens,X100,4387.0,0.18472222222222223
Planta Norte,1,497.0,99.86500000000001,2.395,10.196388888888889,Motor,ABB,M400,183.0,2.1758333333333333
Planta Este,1,266.0,110.38,2.96,11.03513888888889,Motor,ABB,M400,4825.0,0.7005555555555556
Planta Oeste,1,242.0,81.95,0.13,3.1141666666666667,Generador,GE,Z300,4615.0,0.19305555555555556
Planta Oeste,1,484.0,103.03333333333335,1.8866666666666667,12.667777777777777,Motor,ABB,M400,1324.0,1.6766666666666667
Planta Norte,1,336.0,109.95,2.92,20.12388888888889,Generador,Schneider,Z300,2723.0,1.4266666666666667
Planta Este,1,279.0,99.41499999999999,0.7999999999999999,15.649583333333334,Motor,Siemens,X100,2505.0,0.4688888888888889
Planta Sur,1,422.0,135.72,3.16,10.086944444444445,Motor,Schneider,M400,11976.5,2.688888888888889
Planta Norte,1,346.0,117.25,1.18,17.74388888888889,Motor,ABB,Z300,260.0,2.2094444444444443
Planta Sur,1,774.0,88.49,1.49,2.6624305555555554,Generador,Siemens,X100,3877.0,2.091388888888889
Planta Norte,1,904.0,117.65,1.03,3.3980555555555556,Transformador,Schneider,Z300,4868.0,2.6222222222222222
Planta Este,1,958.0,133.85000000000002,1.615,13.490277777777777,Transformador,GE,X100,91.0,2.17
Planta Oeste,1,2093.0,125.78,1.17,17.099166666666665,Transformador,ABB,Y200,3385.0,2.4316666666666666
Planta Norte,1,26.0,130.48,2.73,13.425555555555556,Motor,ABB,Y200,3925.0,1.42
Planta Oeste,1,1313.0,148.12,4.32,11.250833333333333,Motor,Schneider,M400,4597.0,1.0163888888888888
Planta Sur,1,281.0,113.925,2.35,14.297361111111112,Transformador,GE,Y200,100.0,2.1347222222222224
Planta Este,1,253.0,129.14,0.84,5.33,Motor,ABB,M400,187.0,2.765
Planta Este,1,562.0,65.1,2.46,16.564722222222223,Motor,ABB,X100,2331.0,2.766111111111111
Planta Norte,1,1371.0,136.18,2.81,22.10388888888889,Motor,GE,X100,2068.0,0.5066666666666667
Planta Oeste,1,41.0,88.49,1.49,2.6624305555555554,Generador,Siemens,X100,3877.0,2.091388888888889
Planta Este,1,606.0,76.45666666666666,2.653333333333333,18.98175925925926,Generador,ABB,Y200,1702.0,2.3425
Planta Sur,1,195.0,129.22,4.08,11.3125,Transformador,ABB,Y200,2175.0,0.23
Planta Este,1,488.0,101.36,2.71,17.991944444444446,Motor,GE,Z300,2945.0,1.0105555555555557
Planta Este,1,398.0,64.38,4.69,10.737777777777778,Motor,GE,Y200,1839.0,1.5772222222222223
Planta Norte,1,98.0,137.71,4.18,8.516944444444444,Compresor,GE,Z300,281.0,1.1766666666666667
Planta Oeste,1,206.0,57.665,2.22,12.802916666666667,Compresor,ABB,X100,2157.0,2.591111111111111
Planta Oeste,1,2271.0,134.95999999999998,0.9099999999999999,17.732222222222223,Motor,ABB,Z300,3028.0,2.3247222222222224
Planta Sur,1,786.0,104.72,1.87,26.954166666666666,Generador,GE,M400,4624.0,0.30777777777777776
Planta Norte,1,527.0,99.47999999999999,2.4650000000000003,13.044027777777778,Transformador,Siemens,Y200,2934.0,1.8972222222222221
Planta Oeste,1,3416.0,97.215,1.3450000000000002,10.425,Motor,Schneider,Z300,3933.0,2.1597222222222223
Planta Norte,1,711.0,66.55,4.16,26.693055555555556,Compresor,Schneider,X100,4932.0,0.5619444444444445
Planta Norte,1,1064.0,120.34,2.63,13.078333333333333,Transformador,GE,M400,423.0,1.4141666666666666
Planta Sur,1,641.0,104.61666666666667,2.33,19.02925925925926,Transformador,Siemens,X100,244.0,1.7658333333333334
Planta Sur,1,725.0,77.195,4.255,13.412916666666666,Transformador,Schneider,X100,326.0,2.055
Planta Oeste,1,962.0,90.16333333333334,2.0566666666666666,8.100925925925926,Generador,ABB,M400,4720.0,0.8730555555555556
Planta Norte,1,94.0,88.05,3.43,24.301944444444445,Generador,ABB,M400,1614.0,0.6566666666666666
Planta Oeste,1,681.0,117.67,1.98,27.196666666666665,Generador,ABB,M400,1536.0,0.5552777777777778
Planta Norte,1,246.0,87.62,2.74,7.706388888888889,Generador,ABB,Y200,2152.0,1.7963888888888888
Planta Norte,1,498.0,95.435,2.73,8.18138888888889,Compresor,Schneider,Z300,3453.0,0.5019444444444444
Planta Este,1,283.0,147.07,4.16,17.00722222222222,Generador,ABB,X100,4676.0,0.5127777777777778
Planta Norte,1,889.0,111.26,2.51,15.254722222222222,Transformador,ABB,M400,4796.0,2.6258333333333335
Planta Sur,1,22.0,120.34,2.63,13.078333333333333,Transformador,GE,M400,423.0,1.4141666666666666
Planta Este,1,813.5,104.29,4.87,23.826666666666668,Motor,GE,M400,3161.0,1.8155555555555556
Planta Oeste,1,116.0,116.94,2.445,20.91402777777778,Motor,GE,X100,182.0,0.2511111111111111
Planta Sur,1,2088.0,94.42,2.28,5.873333333333333,Motor,GE,Y200,1102.0,2.611111111111111
Planta Este,1,813.5,104.29,4.87,23.826666666666668,Motor,GE,M400,3161.0,1.8155555555555556
Planta Este,1,41.0,104.61666666666667,2.33,19.02925925925926,Transformador,Siemens,X100,244.0,1.7658333333333334
Planta Norte,1,1804.0,77.9,1.69,3.6902777777777778,Generador,Schneider,M400,3148.0,1.248888888888889
Planta Sur,1,507.0,76.18666666666667,1.54,21.622222222222224,Generador,GE,Y200,4854.0,0.5569444444444445
Planta Oeste,1,1046.0,117.39999999999999,2.9033333333333338,15.636111111111111,Motor,Siemens,M400,4916.0,1.3627777777777779
Planta Este,1,321.0,106.98499999999999,4.57,10.74638888888889,Compresor,GE,M400,4624.0,1.3047222222222221
Planta Este,1,4337.0,53.06,3.77,3.443611111111111,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Norte,1,950.0,77.42500000000001,3.63,16.403333333333332,Motor,GE,Y200,4898.0,2.1772222222222224
Planta Oeste,1,122.0,117.25,1.18,17.74388888888889,Motor,ABB,Z300,260.0,2.2094444444444443
Planta Norte,1,1893.0,119.11666666666667,2.8533333333333335,8.483148148148148,Compresor,Schneider,X100,3572.0,1.7475
Planta Este,1,415.0,96.54,2.36,10.1225,Motor,Schneider,Y200,503.0,2.680277777777778
Planta Norte,1,241.0,71.07,3.05,15.685277777777777,Transformador,Siemens,X100,1626.0,1.256388888888889
Planta Sur,1,860.0,99.70166666666667,2.1933333333333334,5.932777777777778,Generador,ABB,X100,4856.0,1.2019444444444445
Planta Este,1,708.0,126.955,4.2,17.429305555555555,Generador,Schneider,X100,4082.0,1.9327777777777777
Planta Norte,1,573.0,86.44,2.495,12.332916666666666,Compresor,ABB,X100,1915.0,1.8258333333333334
Planta Norte,1,1941.0,108.75333333333333,2.3800000000000003,12.598055555555556,Motor,Siemens,Y200,1491.0,2.029166666666667
Planta Este,1,669.0,117.99,2.13,19.574444444444445,Generador,Siemens,M400,1900.0,2.678611111111111
Planta Oeste,1,1016.0,75.6,4.31,18.186666666666667,Transformador,ABB,Y200,3088.0,1.9013888888888888
Planta Oeste,1,1888.0,84.91499999999999,3.92,24.284444444444443,Compresor,GE,Y200,1626.0,2.683333333333333
Planta Norte,1,5179.0,139.75,0.58,3.7508333333333335,Compresor,GE,X100,3119.0,0.30527777777777776
Planta Oeste,1,2784.0,58.05,0.24,7.963888888888889,Compresor,Schneider,Z300,2725.0,1.945
Planta Sur,1,1081.0,80.49333333333333,2.9466666666666668,12.654259259259259,Generador,GE,Y200,1926.0,0.9102777777777777
Planta Oeste,1,943.0,61.28,3.43,27.157777777777778,Compresor,GE,Z300,3897.0,2.625277777777778
Planta Sur,1,874.0,93.53999999999999,0.33,17.466666666666665,Generador,GE,X100,3061.0,0.6111111111111112
Planta Sur,1,2032.0,70.25,2.66,7.292222222222223,Transformador,Siemens,Z300,385.0,0.9025
Planta Sur,1,52.0,104.61666666666667,2.33,19.02925925925926,Transformador,Siemens,X100,244.0,1.7658333333333334
Planta Sur,1,3822.0,91.5,1.9,1.2577777777777779,Motor,Siemens,Y200,3461.0,2.091388888888889
Planta Oeste,1,721.0,76.01,2.9766666666666666,14.7175,Motor,Schneider,Z300,11976.5,2.4227777777777777
Planta Este,1,350.0,70.655,2.15,11.799583333333333,Compresor,Schneider,X100,3323.0,2.7275
Planta Sur,1,445.0,93.405,1.7,7.3943055555555555,Motor,ABB,Z300,227.0,2.0205555555555557
Planta Este,1,1258.0,65.925,3.155,17.072777777777777,Transformador,GE,X100,4003.0,1.39
Planta Norte,1,205.0,98.81,3.29,3.1255555555555556,Transformador,GE,Y200,3653.0,2.3519444444444444
Planta Sur,1,2954.0,72.78,2.0,15.526388888888889,Compresor,GE,M400,294.0,0.6211111111111111
Planta Norte,1,26.0,139.75,0.58,3.7508333333333335,Compresor,GE,X100,3119.0,0.30527777777777776
Planta Sur,1,463.0,83.93,4.76,9.451944444444445,Compresor,ABB,Y200,1769.0,1.5233333333333334
Planta Norte,1,874.0,104.77,2.13,20.380416666666665,Compresor,Schneider,M400,216.0,1.4227777777777777
Planta Oeste,0,874.0,104.77,2.13,20.380416666666665,Compresor,Schneider,M400,216.0,1.4227777777777777
Planta Oeste,1,1477.0,147.66,0.63,4.020555555555555,Generador,Schneider,Z300,4192.0,2.5841666666666665
Planta Oeste,1,1259.0,63.44,0.84,15.086666666666666,Transformador,ABB,Z300,1711.0,2.658611111111111
Planta Este,1,269.0,93.89750000000001,3.455,10.272986111111111,Generador,Siemens,Y200,1294.0,2.220833333333333
Planta Oeste,1,1443.0,105.75,4.38,21.424166666666668,Transformador,GE,Y200,4404.0,0.9458333333333333
Planta Este,1,874.0,104.77,2.13,20.380416666666665,Compresor,Schneider,M400,216.0,1.4227777777777777
Planta Este,1,89.0,77.42500000000001,3.63,16.403333333333332,Motor,GE,Y200,4898.0,2.1772222222222224
Planta Norte,1,1512.0,120.405,3.6049999999999995,20.512777777777778,Generador,ABB,M400,825.0,2.1805555555555554
Planta Norte,1,577.0,88.42,2.39,9.458055555555555,Generador,Siemens,M400,2390.0,1.2938888888888889
Planta Oeste,1,100.0,117.25,1.18,17.74388888888889,Motor,ABB,Z300,260.0,2.2094444444444443
Planta Este,1,731.0,119.13,2.118,16.228944444444444,Transformador,Siemens,Z300,2222.0,1.0733333333333333
Planta Norte,1,1696.0,104.005,2.4,19.29138888888889,Compresor,Schneider,Y200,4806.0,1.0977777777777777
Planta Sur,1,505.0,73.01666666666667,3.0366666666666666,11.482222222222223,Transformador,Siemens,X100,2729.0,0.6136111111111111
Planta Norte,1,113.0,53.06,3.77,3.443611111111111,Compresor,ABB,Y200,639.0,1.0863888888888888
Planta Oeste,1,1201.0,107.16,3.545,9.88263888888889,Generador,Siemens,Y200,11976.5,0.15194444444444444
Planta Norte,1,1702.0,119.395,2.575,5.6375,Compresor,GE,M400,3296.0,2.2933333333333334
Planta Sur,1,29.0,104.77,2.13,20.380416666666665,Compresor,Schneider,M400,216.0,1.4227777777777777
Planta Oeste,1,115.0,119.11666666666667,2.8533333333333335,8.483148148148148,Compresor,Schneider,X100,3572.0,1.7475
Planta Este,1,128.0,117.39999999999999,2.9033333333333338,15.636111111111111,Motor,Siemens,M400,4916.0,1.3627777777777779
