Ubicacion,Fallo,Promedio_Horas_Entre_Fallos_por_mes,Día,Promedio_Temperatura_C,Promedio_Vibracion_mm_s,Promedio_Horas_Operativas,Tipo_Equipo,Fabricante,Modelo,Potencia_kW,Horas_Recomendadas_Revision
Planta Sur,1,377.0,27,118.64,3.32,28663.0,Transformador,GE,Y200,1961.0,2754
Planta Sur,1,377.0,29,141.11,4.12,73588.0,Transformador,GE,Y200,1961.0,2754
Planta Sur,1,377.0,31,102.87,0.67,61389.0,Transformador,GE,Y200,1961.0,2754
Planta Sur,1,501.0,1,123.0,3.25,55870.0,Transformador,GE,Y200,1961.0,2754
Planta Sur,1,501.0,27,118.64,3.32,28663.0,Transformador,GE,Y200,1961.0,2754
Planta Sur,1,501.0,29,141.11,4.12,73588.0,Transformador,GE,Y200,1961.0,2754
Planta Sur,1,501.0,31,102.87,0.67,61389.0,Transformador,GE,Y200,1961.0,2754
Planta Este,0,1691.0,20,138.07,2.77,43377.0,Generador,ABB,Z300,11976.5,3605
Planta Oeste,0,1691.0,20,138.07,2.77,43377.0,Generador,ABB,Z300,11976.5,3605
Planta Norte,1,173.0,13,136.1,2.27,72640.0,Compresor,Siemens,Z300,3902.0,9335
Planta Norte,1,81.0,13,136.1,2.27,72640.0,Compresor,Siemens,Z300,3902.0,9335
Planta Norte,0,1589.0,9,112.62,0.58,59884.0,Generador,GE,M400,1804.0,3875
Planta Norte,0,542.0,9,112.62,0.58,59884.0,Generador,GE,M400,1804.0,3875
Planta Norte,0,2305.0,18,143.63,2.38,51666.0,Generador,GE,Y200,347.0,8833
Planta Oeste,1,540.0,20,59.33,4.28,63695.0,Motor,Siemens,Y200,1491.0,7305
Planta Oeste,1,540.0,25,100.82,4.09,31948.0,Motor,Siemens,Y200,1491.0,7305
Planta Sur,1,50.0,15,91.73,2.52,65924.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,50.0,24,122.22,3.62,73936.0,Motor,ABB,Y200,4463.0,8853
Planta Sur,1,1471.0,19,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,1471.0,27,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,148.0,19,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,148.0,27,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,1052.0,7,126.45,4.21,80755.0,Generador,Siemens,X100,4387.0,665
Planta Este,1,1052.0,20,89.7,4.5,72717.0,Generador,Siemens,X100,4387.0,665
Planta Este,1,1052.0,25,78.08,4.46,28028.0,Generador,Siemens,X100,4387.0,665
Planta Norte,1,2325.0,19,88.88,1.29,82099.0,Generador,Siemens,X100,953.0,3630
Planta Norte,1,2325.0,26,65.42,1.17,49541.0,Generador,Siemens,X100,953.0,3630
Planta Norte,1,3161.0,17,134.64,1.6,80176.0,Generador,ABB,Y200,731.0,3490
Planta Norte,1,667.0,17,134.64,1.6,80176.0,Generador,ABB,Y200,731.0,3490
Planta Oeste,1,1516.0,4,88.27,1.36,31041.0,Motor,Schneider,Y200,3607.0,6085
Planta Oeste,1,1516.0,6,110.86,2.6,64264.0,Motor,Schneider,Y200,3607.0,6085
Planta Oeste,1,1516.0,27,101.02,4.49,11206.0,Motor,Schneider,Y200,3607.0,6085
Planta Este,1,2800.0,22,148.88,1.02,50593.0,Motor,ABB,Y200,742.0,4856
Planta Este,1,61.0,22,148.88,1.02,50593.0,Motor,ABB,Y200,742.0,4856
Planta Este,1,1589.0,9,112.62,0.58,59884.0,Generador,GE,M400,1804.0,3875
Planta Este,1,542.0,9,112.62,0.58,59884.0,Generador,GE,M400,1804.0,3875
Planta Este,1,899.0,6,68.83,4.07,72467.0,Motor,ABB,M400,183.0,7833
Planta Este,1,899.0,21,136.34,1.09,43045.0,Motor,ABB,M400,183.0,7833
Planta Este,1,899.0,22,123.72,2.15,62435.0,Motor,ABB,M400,183.0,7833
Planta Oeste,0,1486.0,7,57.43,2.82,59453.0,Motor,ABB,M400,1460.0,5716
Planta Oeste,0,1486.0,23,70.54,0.14,6409.0,Motor,ABB,M400,1460.0,5716
Planta Norte,0,1101.0,10,143.36,3.51,18216.0,Generador,Siemens,Z300,3332.0,6373
Planta Oeste,0,1066.0,3,105.84,3.02,61864.0,Compresor,GE,M400,3296.0,8256
Planta Oeste,0,1066.0,16,130.51,4.62,62456.0,Compresor,GE,M400,3296.0,8256
Planta Norte,1,1018.0,8,141.49,4.56,90367.0,Compresor,Siemens,Y200,4845.0,1617
Planta Norte,1,1018.0,31,82.22,0.43,52897.0,Compresor,Siemens,Y200,4845.0,1617
Planta Norte,1,524.0,8,141.49,4.56,90367.0,Compresor,Siemens,Y200,4845.0,1617
Planta Norte,1,524.0,31,82.22,0.43,52897.0,Compresor,Siemens,Y200,4845.0,1617
Planta Norte,1,616.0,5,55.42,2.09,71980.0,Transformador,ABB,X100,2617.0,8191
Planta Norte,1,616.0,19,83.08,2.99,13815.0,Transformador,ABB,X100,2617.0,8191
Planta Norte,1,374.0,5,55.42,2.09,71980.0,Transformador,ABB,X100,2617.0,8191
Planta Norte,1,374.0,19,83.08,2.99,13815.0,Transformador,ABB,X100,2617.0,8191
Planta Sur,1,1165.0,10,115.62,2.76,78428.0,Transformador,Siemens,X100,2539.0,9026
Planta Sur,1,1165.0,21,146.44,2.46,85140.0,Transformador,Siemens,X100,2539.0,9026
Planta Sur,1,388.0,10,115.62,2.76,78428.0,Transformador,Siemens,X100,2539.0,9026
Planta Sur,1,388.0,21,146.44,2.46,85140.0,Transformador,Siemens,X100,2539.0,9026
Planta Norte,1,1599.0,8,130.95,3.36,51984.0,Compresor,ABB,X100,4944.0,8389
Planta Norte,1,1599.0,16,147.37,3.23,44223.0,Compresor,ABB,X100,4944.0,8389
Planta Norte,1,1599.0,30,51.15,1.56,57490.0,Compresor,ABB,X100,4944.0,8389
Planta Sur,1,2451.0,24,75.72,3.49,47483.0,Generador,ABB,X100,4676.0,1846
Planta Este,1,2298.0,4,122.08,1.9,7088.0,Generador,Schneider,X100,4762.0,7944
Planta Sur,1,1229.0,18,98.77,1.77,17595.0,Generador,Schneider,M400,4194.0,7519
Planta Sur,1,228.0,18,98.77,1.77,17595.0,Generador,Schneider,M400,4194.0,7519
Planta Este,1,1011.0,4,54.53,1.34,44715.0,Transformador,Siemens,Y200,75.0,7390
Planta Este,1,312.0,4,54.53,1.34,44715.0,Transformador,Siemens,Y200,75.0,7390
Planta Este,1,132.0,4,54.53,1.34,44715.0,Transformador,Siemens,Y200,75.0,7390
Planta Este,1,51.0,4,54.53,1.34,44715.0,Transformador,Siemens,Y200,75.0,7390
Planta Oeste,1,273.0,6,74.5,4.12,83015.0,Motor,Schneider,M400,4597.0,3659
Planta Oeste,1,273.0,20,69.11,2.7,21055.0,Motor,Schneider,M400,4597.0,3659
Planta Oeste,1,273.0,27,114.32,0.87,87719.0,Motor,Schneider,M400,4597.0,3659
Planta Oeste,1,455.0,6,74.5,4.12,83015.0,Motor,Schneider,M400,4597.0,3659
Planta Oeste,1,455.0,20,69.11,2.7,21055.0,Motor,Schneider,M400,4597.0,3659
Planta Oeste,1,455.0,27,114.32,0.87,87719.0,Motor,Schneider,M400,4597.0,3659
Planta Norte,1,1892.0,12,147.89,0.66,32364.0,Transformador,Siemens,X100,2249.0,2896
Planta Norte,1,170.0,12,147.89,0.66,32364.0,Transformador,Siemens,X100,2249.0,2896
Planta Norte,0,970.0,24,132.4,2.46,51280.0,Compresor,Siemens,X100,11976.5,3160
Planta Norte,0,630.0,17,63.74,0.26,28618.0,Generador,GE,Z300,1650.0,5382
Planta Norte,0,74.0,17,63.74,0.26,28618.0,Generador,GE,Z300,1650.0,5382
Planta Norte,0,174.0,17,63.74,0.26,28618.0,Generador,GE,Z300,1650.0,5382
Planta Este,1,1079.0,9,98.67,2.61,32647.0,Generador,Siemens,X100,4086.0,2875
Planta Este,1,1079.0,10,94.7,4.73,13209.0,Generador,Siemens,X100,4086.0,2875
Planta Este,1,1079.0,12,57.58,2.26,60162.0,Generador,Siemens,X100,4086.0,2875
Planta Sur,1,111.0,13,59.88,1.62,11985.0,Generador,Siemens,M400,3623.0,4932
Planta Sur,1,111.0,23,277.88,4.7,57044.0,Generador,Siemens,M400,3623.0,4932
Planta Sur,1,111.0,26,85.7,1.08,44647.0,Generador,Siemens,M400,3623.0,4932
Planta Sur,0,833.0,23,86.86,3.09,70035.0,Generador,ABB,Y200,1702.0,8433
Planta Norte,1,1940.0,6,57.93,4.31,44787.0,Motor,GE,X100,780.0,5264
Planta Norte,1,1940.0,24,72.08,4.94,7526.0,Motor,GE,X100,780.0,5264
Planta Oeste,1,381.0,10,66.89,4.2,7444.0,Compresor,Schneider,Z300,3278.0,3135
Planta Norte,0,1471.0,19,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Norte,0,1471.0,27,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Norte,0,148.0,19,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Norte,0,148.0,27,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,547.0,9,104.65,2.93,1301.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,547.0,24,123.17,4.26,52866.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,547.0,27,136.11,2.31,97679.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,178.0,9,104.65,2.93,1301.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,178.0,24,123.17,4.26,52866.0,Compresor,Siemens,M400,3056.0,9954
Planta Sur,1,178.0,27,136.11,2.31,97679.0,Compresor,Siemens,M400,3056.0,9954
Planta Norte,0,2298.0,4,122.08,1.9,7088.0,Generador,Schneider,X100,4762.0,7944
Planta Este,1,742.0,11,134.31,3.33,7099.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,742.0,12,74.31,4.27,37928.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,742.0,29,69.24,0.81,33943.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,74.0,11,134.31,3.33,7099.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,74.0,12,74.31,4.27,37928.0,Motor,GE,Z300,4547.0,1070
Planta Este,1,74.0,29,69.24,0.81,33943.0,Motor,GE,Z300,4547.0,1070
Planta Norte,0,2042.0,10,87.75,3.58,78770.0,Motor,Schneider,Y200,4409.0,1633
Planta Norte,0,2042.0,13,73.31,0.99,56549.0,Motor,Schneider,Y200,4409.0,1633
Planta Norte,0,2042.0,19,89.39,1.08,78298.0,Motor,Schneider,Y200,4409.0,1633
Planta Norte,0,2042.0,20,111.27,2.92,32270.0,Motor,Schneider,Y200,4409.0,1633
Planta Norte,0,2042.0,28,68.48,3.02,89081.0,Motor,Schneider,Y200,4409.0,1633
Planta Norte,0,2042.0,30,121.81,2.67,11069.0,Motor,Schneider,Y200,4409.0,1633
Planta Este,1,1181.0,4,74.56,0.83,19269.0,Compresor,Schneider,X100,4990.0,4462
Planta Este,1,1181.0,11,120.05,4.39,57218.0,Compresor,Schneider,X100,4990.0,4462
Planta Este,1,1181.0,21,146.57,1.82,41651.0,Compresor,Schneider,X100,4990.0,4462
Planta Este,1,1181.0,25,61.67,3.64,24701.0,Compresor,Schneider,X100,4990.0,4462
Planta Este,1,1181.0,28,94.1,1.22,204.0,Compresor,Schneider,X100,4990.0,4462
Planta Norte,0,616.0,5,55.42,2.09,71980.0,Transformador,ABB,X100,2617.0,8191
Planta Norte,0,616.0,19,83.08,2.99,13815.0,Transformador,ABB,X100,2617.0,8191
Planta Norte,0,374.0,5,55.42,2.09,71980.0,Transformador,ABB,X100,2617.0,8191
Planta Norte,0,374.0,19,83.08,2.99,13815.0,Transformador,ABB,X100,2617.0,8191
Planta Este,1,317.0,21,69.32,1.13,85322.0,Generador,Schneider,X100,1157.0,7516
Planta Norte,1,276.0,12,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Norte,1,276.0,26,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Norte,1,34.0,12,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Norte,1,34.0,26,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Norte,1,61.0,12,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Norte,1,61.0,26,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Sur,1,2800.0,22,148.88,1.02,50593.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,61.0,22,148.88,1.02,50593.0,Motor,ABB,Y200,742.0,4856
Planta Sur,1,173.0,13,136.1,2.27,72640.0,Compresor,Siemens,Z300,3902.0,9335
Planta Sur,1,81.0,13,136.1,2.27,72640.0,Compresor,Siemens,Z300,3902.0,9335
Planta Este,1,1399.0,1,73.68,2.8,16220.0,Motor,GE,Y200,4898.0,7838
Planta Este,1,1399.0,4,64.8,4.11,45048.0,Motor,GE,Y200,4898.0,7838
Planta Este,1,1399.0,11,136.65,0.22,80313.0,Motor,GE,Y200,4898.0,7838
Planta Este,1,1822.0,30,82.01,0.53,52860.0,Generador,Siemens,M400,1900.0,9643
Planta Este,1,167.0,30,82.01,0.53,52860.0,Generador,Siemens,M400,1900.0,9643
Planta Este,1,208.0,30,82.01,0.53,52860.0,Generador,Siemens,M400,1900.0,9643
Planta Sur,1,123.0,3,130.35,0.81,58018.0,Compresor,Siemens,Z300,677.0,6202
Planta Sur,1,123.0,14,125.56,3.4,4808.0,Compresor,Siemens,Z300,677.0,6202
Planta Sur,1,123.0,19,142.96,2.15,39856.0,Compresor,Siemens,Z300,677.0,6202
Planta Este,1,194.0,2,88.28,2.22,31618.0,Motor,Siemens,M400,4693.0,6355
Planta Este,1,194.0,10,82.66,0.98,42045.0,Motor,Siemens,M400,4693.0,6355
Planta Este,1,613.0,2,88.28,2.22,31618.0,Motor,Siemens,M400,4693.0,6355
Planta Este,1,613.0,10,82.66,0.98,42045.0,Motor,Siemens,M400,4693.0,6355
Planta Sur,0,1461.0,20,61.35,3.6,95169.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,0,1461.0,25,63.89,2.1,52306.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,0,47.0,20,61.35,3.6,95169.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,0,47.0,25,63.89,2.1,52306.0,Motor,Schneider,X100,1965.0,1235
Planta Sur,0,3282.0,14,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,3282.0,22,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,3282.0,24,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,3282.0,26,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,232.0,14,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,232.0,22,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,232.0,24,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,232.0,26,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,106.0,14,139.1,1.16,45461.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,106.0,22,50.55,4.38,29984.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,106.0,24,89.94,0.18,64561.0,Transformador,GE,M400,1095.0,1294
Planta Sur,0,106.0,26,84.45,4.84,84075.0,Transformador,GE,M400,1095.0,1294
Planta Norte,1,568.0,22,62.67,3.7,8766.0,Motor,GE,M400,3762.0,5428
Planta Norte,1,568.0,28,98.8,0.89,79000.0,Motor,GE,M400,3762.0,5428
Planta Sur,1,1756.0,25,94.27,4.9,92604.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,1,164.0,25,94.27,4.9,92604.0,Generador,ABB,Z300,1144.0,6556
Planta Sur,0,669.0,4,91.13,1.81,54210.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,0,669.0,14,131.47,3.74,79226.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,0,669.0,23,54.99,4.3,30836.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,0,110.0,4,91.13,1.81,54210.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,0,110.0,14,131.47,3.74,79226.0,Motor,Schneider,X100,1586.0,1606
Planta Sur,0,110.0,23,54.99,4.3,30836.0,Motor,Schneider,X100,1586.0,1606
Planta Oeste,1,293.0,20,76.74,3.87,76776.0,Motor,ABB,Z300,1780.0,8351
Planta Oeste,1,293.0,22,82.41,0.98,72674.0,Motor,ABB,Z300,1780.0,8351
Planta Oeste,1,276.0,20,76.74,3.87,76776.0,Motor,ABB,Z300,1780.0,8351
Planta Oeste,1,276.0,22,82.41,0.98,72674.0,Motor,ABB,Z300,1780.0,8351
Planta Sur,0,173.0,13,136.1,2.27,72640.0,Compresor,Siemens,Z300,3902.0,9335
Planta Sur,0,81.0,13,136.1,2.27,72640.0,Compresor,Siemens,Z300,3902.0,9335
Planta Este,0,2609.0,28,135.16,1.95,56876.0,Motor,GE,Z300,3977.0,6321
Planta Sur,0,2425.0,17,113.23,1.99,85807.0,Generador,ABB,Y200,2152.0,6467
Planta Sur,0,271.0,17,113.23,1.99,85807.0,Generador,ABB,Y200,2152.0,6467
Planta Sur,0,755.0,18,277.88,0.32,79576.0,Motor,Siemens,M400,4916.0,4906
Planta Sur,0,824.0,3,86.68,2.28,45651.0,Transformador,Schneider,X100,968.0,2098
Planta Sur,0,824.0,14,52.49,0.31,78597.0,Transformador,Schneider,X100,968.0,2098
Planta Sur,1,3045.0,24,140.23,1.28,71885.0,Generador,Schneider,Y200,633.0,8203
Planta Sur,1,890.0,17,97.85,3.17,66340.0,Motor,ABB,X100,2395.0,2555
Planta Sur,1,890.0,27,60.05,2.73,58542.0,Motor,ABB,X100,2395.0,2555
Planta Sur,1,308.0,4,57.98,4.42,77151.0,Generador,Schneider,M400,3148.0,4496
Planta Sur,1,308.0,18,108.88,0.21,21929.0,Generador,Schneider,M400,3148.0,4496
Planta Sur,1,308.0,30,81.87,2.71,21818.0,Generador,Schneider,M400,3148.0,4496
Planta Sur,1,577.0,22,113.57,2.12,30335.0,Transformador,GE,M400,253.0,7764
Planta Sur,1,2384.0,1,121.69,4.23,96258.0,Compresor,GE,X100,2034.0,2128
Planta Sur,1,2384.0,8,129.45,2.48,74841.0,Compresor,GE,X100,2034.0,2128
Planta Sur,1,2384.0,22,128.34,2.44,22295.0,Compresor,GE,X100,2034.0,2128
Planta Sur,1,276.0,12,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Sur,1,276.0,26,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Sur,1,34.0,12,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Sur,1,34.0,26,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Sur,1,61.0,12,52.79,2.3,59239.0,Generador,GE,Z300,623.0,800
Planta Sur,1,61.0,26,133.62,2.75,62457.0,Generador,GE,Z300,623.0,800
Planta Sur,0,120.0,7,95.72,1.64,80164.0,Compresor,GE,Y200,1652.0,8840
Planta Sur,0,120.0,10,139.67,3.15,82267.0,Compresor,GE,Y200,1652.0,8840
Planta Sur,0,223.0,7,95.72,1.64,80164.0,Compresor,GE,Y200,1652.0,8840
Planta Sur,0,223.0,10,139.67,3.15,82267.0,Compresor,GE,Y200,1652.0,8840
Planta Sur,0,434.0,10,112.79,1.37,37864.0,Generador,GE,M400,625.0,7863
Planta Sur,0,434.0,17,123.99,0.7,89375.0,Generador,GE,M400,625.0,7863
Planta Sur,0,434.0,18,69.38,1.71,76641.0,Generador,GE,M400,625.0,7863
Planta Sur,0,434.0,30,76.2,1.57,65677.0,Generador,GE,M400,625.0,7863
Planta Sur,0,133.0,10,112.79,1.37,37864.0,Generador,GE,M400,625.0,7863
Planta Sur,0,133.0,17,123.99,0.7,89375.0,Generador,GE,M400,625.0,7863
Planta Sur,0,133.0,18,69.38,1.71,76641.0,Generador,GE,M400,625.0,7863
Planta Sur,0,133.0,30,76.2,1.57,65677.0,Generador,GE,M400,625.0,7863
Planta Norte,0,732.0,5,116.5,4.73,99119.0,Compresor,GE,X100,-100.0,5794
Planta Sur,1,1937.0,23,58.22,3.13,16286.0,Compresor,Schneider,Y200,3111.0,4591
Planta Sur,1,1937.0,25,55.15,4.35,45086.0,Compresor,Schneider,Y200,3111.0,4591
Planta Sur,0,861.0,13,133.93,2.65,79429.0,Transformador,ABB,X100,4802.0,1402
Planta Sur,0,861.0,31,86.2,3.9,64425.0,Transformador,ABB,X100,4802.0,1402
Planta Norte,0,1126.0,1,102.03,3.475,59169.5,Compresor,GE,X100,3981.0,8933
Planta Norte,0,1126.0,7,73.08,0.29,26078.0,Compresor,GE,X100,3981.0,8933
Planta Norte,0,1126.0,12,147.65,4.87,61294.0,Compresor,GE,X100,3981.0,8933
Planta Este,0,899.0,6,68.83,4.07,72467.0,Motor,ABB,M400,183.0,7833
Planta Este,0,899.0,21,136.34,1.09,43045.0,Motor,ABB,M400,183.0,7833
Planta Este,0,899.0,22,123.72,2.15,62435.0,Motor,ABB,M400,183.0,7833
Planta Oeste,1,1591.0,9,147.48,2.77,72082.0,Compresor,ABB,Z300,940.0,8078
Planta Sur,1,1363.0,20,60.88,2.53,87686.0,Motor,Schneider,M400,766.0,5668
Planta Este,1,970.0,24,132.4,2.46,51280.0,Compresor,Siemens,X100,11976.5,3160
Planta Norte,1,160.0,10,77.87,0.97,75780.0,Transformador,Schneider,M400,3805.0,4578
Planta Norte,1,160.0,28,79.62,2.14,77530.5,Transformador,Schneider,M400,3805.0,4578
Planta Este,1,3373.0,4,149.28,3.14,9023.0,Generador,ABB,M400,2102.0,1681
Planta Sur,1,781.0,17,92.87,1.44,51248.0,Compresor,Siemens,Y200,1865.0,1751
Planta Sur,1,781.0,19,92.55,3.61,20375.0,Compresor,Siemens,Y200,1865.0,1751
Planta Sur,1,3089.0,8,99.05,1.18,63843.0,Generador,GE,X100,3061.0,2200
Planta Sur,1,3089.0,14,148.6,3.72,41618.0,Generador,GE,X100,3061.0,2200
Planta Sur,1,3089.0,26,110.71,4.68,82949.0,Generador,GE,X100,3061.0,2200
Planta Oeste,0,584.0,11,94.34,3.8600000000000003,53813.5,Generador,Siemens,Y200,4129.0,2344
Planta Este,1,540.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,540.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,540.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,540.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,7.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,7.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,7.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,7.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,94.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,94.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,94.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,94.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,398.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,398.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,398.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Este,1,398.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Norte,0,665.0,29,66.12,1.55,61368.0,Generador,Siemens,M400,2390.0,4658
Planta Oeste,1,555.0,3,95.755,3.7350000000000003,57535.0,Motor,GE,Y200,1380.0,4385
Planta Sur,1,308.0,1,146.33,3.73,7541.0,Generador,Schneider,Z300,3111.0,6653
Planta Sur,1,308.0,27,121.39,3.71,65957.0,Generador,Schneider,Z300,3111.0,6653
Planta Sur,1,341.0,1,146.33,3.73,7541.0,Generador,Schneider,Z300,3111.0,6653
Planta Sur,1,341.0,27,121.39,3.71,65957.0,Generador,Schneider,Z300,3111.0,6653
Planta Oeste,1,540.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,540.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,540.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,540.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,7.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,7.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,7.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,7.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,94.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,94.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,94.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,94.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,398.0,9,123.82,2.01,23994.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,398.0,15,105.02,2.29,49612.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,398.0,21,58.96,4.96,81535.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,398.0,26,53.36,0.97,50515.0,Motor,Siemens,X100,1652.0,3195
Planta Oeste,1,229.0,3,129.04,4.7,53478.0,Compresor,ABB,X100,1915.0,6573
Planta Oeste,1,229.0,5,84.95,3.21,66262.0,Compresor,ABB,X100,1915.0,6573
Planta Sur,1,1044.0,21,59.93,4.81,609.0,Generador,Schneider,Z300,2294.0,5147
Planta Sur,1,2511.0,4,100.07,1.59,77550.0,Motor,ABB,X100,4940.0,2463
Planta Norte,1,546.0,16,116.22,0.85,44867.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,546.0,26,81.26,4.58,46688.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,362.0,16,116.22,0.85,44867.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,362.0,26,81.26,4.58,46688.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,142.0,16,116.22,0.85,44867.0,Transformador,Siemens,X100,589.0,8199
Planta Norte,1,142.0,26,81.26,4.58,46688.0,Transformador,Siemens,X100,589.0,8199
Planta Oeste,1,2136.0,25,99.29,4.11,25254.0,Motor,Schneider,Y200,-100.0,1243
Planta Este,1,1471.0,19,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,1471.0,27,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,148.0,19,74.63,1.1,88139.0,Transformador,Schneider,M400,3570.0,4326
Planta Este,1,148.0,27,81.755,2.9,73069.5,Transformador,Schneider,M400,3570.0,4326
Planta Sur,1,667.0,12,67.86,0.55,55286.0,Transformador,Siemens,X100,2729.0,2209
